p_name,m_name,m_type,m_tech,m_power,m_acc,m_pp
ニャース,ハイパーボイス,ノーマル,特殊,90,100,10
ニャース,めざめるパワー,ノーマル,特殊,60,100,15
ニャース,アイアンテール,はがね,物理,100,75,15
ニャース,シャドークロー,ゴースト,物理,70,100,15
ニャース,ダストシュート,どく,物理,120,80,5
ニャース,みだれひっかき,ノーマル,物理,18,80,15
ニャース,さいみんじゅつ,エスパー,変化,0,60,20
ニャース,ないしょばなし,ノーマル,変化,0,0,20
ニャース,シャドーボール,ゴースト,特殊,80,100,15
ニューラ,ふぶき,こおり,特殊,110,70,5
ニューラ,いびき,ノーマル,特殊,50,100,15
ニューラ,あられ,こおり,変化,0,0,10
ニューラ,いばる,ノーマル,変化,0,85,15
ニューラ,うらみ,ゴースト,変化,0,100,10
ニューラ,ねごと,ノーマル,変化,0,0,10
ニューラ,ねむる,エスパー,変化,0,0,10
ニューラ,まもる,ノーマル,変化,0,0,10
ニューラ,ゆめくい,エスパー,特殊,100,100,15
ニューラ,イカサマ,あく,物理,95,100,15
ニューラ,おいうち,あく,物理,40,100,20
ニューラ,おしおき,あく,物理,0,100,5
ニューラ,かみつく,あく,物理,60,100,25
ニューラ,きりさく,ノーマル,物理,70,100,20
ニューラ,けたぐり,かくとう,物理,0,100,20
ニューラ,どくづき,どく,物理,80,100,20
ニューラ,どろぼう,あく,物理,60,100,25
ニューラ,ひっかく,ノーマル,物理,40,100,35
ニューラ,みねうち,ノーマル,物理,40,100,40
ニューラ,あまごい,みず,変化,0,0,5
ニューラ,つめとぎ,あく,変化,0,0,15
ニューラ,どくどく,どく,変化,0,90,10
ニューラ,ねこのて,ノーマル,変化,0,0,20
ニューラ,みがわり,ノーマル,変化,0,0,10
ニューラ,みやぶる,ノーマル,変化,0,0,40
ニューラ,めいそう,エスパー,変化,0,0,20
ニューラ,メロメロ,ノーマル,変化,0,100,15
ニューラ,よこどり,あく,変化,0,0,10
ニューラ,なみのり,みず,特殊,90,100,15
ニューラ,りんしょう,ノーマル,特殊,60,100,15
ニューラ,おんがえし,ノーマル,物理,0,100,20
ニューラ,カウンター,かくとう,物理,0,100,20
ニューラ,からげんき,ノーマル,物理,70,100,20
ニューラ,かわらわり,かくとう,物理,75,100,15
ニューラ,じごくづき,あく,物理,80,100,15
ニューラ,だましうち,あく,物理,60,0,20
ニューラ,なげつける,あく,物理,0,100,10
ニューラ,ねこだまし,ノーマル,物理,40,100,10
ニューラ,フェイント,ノーマル,物理,30,100,10
ニューラ,やつあたり,ノーマル,物理,0,100,20
ニューラ,ゆきなだれ,こおり,物理,60,100,10
ニューラ,ローキック,かくとう,物理,65,100,20
ニューラ,いちゃもん,あく,変化,0,100,15
ニューラ,いやなおと,ノーマル,変化,0,85,40
ニューラ,さしおさえ,あく,変化,0,100,15
ニューラ,じこあんじ,ノーマル,変化,0,0,10
ニューラ,ちょうはつ,あく,変化,0,100,20
ニューラ,とぎすます,ノーマル,変化,0,0,30
ニューラ,にほんばれ,ほのお,変化,0,0,5
ニューラ,バークアウト,あく,特殊,55,95,15
ニューラ,きあいパンチ,かくとう,物理,150,100,20
ニューラ,シザークロス,むし,物理,80,100,15
ニューラ,しっぺがえし,あく,物理,50,100,10
ニューラ,つばめがえし,ひこう,物理,60,0,20
ニューラ,つららおとし,こおり,物理,85,90,10
ニューラ,はたきおとす,あく,物理,65,100,20
ニューラ,ふくろだたき,あく,物理,0,100,10
ニューラ,あくのはどう,あく,特殊,80,100,15
ニューラ,メタルクロー,はがね,物理,50,95,35
ニューラ,こごえるかぜ,こおり,特殊,55,95,15
ニューラ,かげぶんしん,ノーマル,変化,0,0,15
ニューラ,つるぎのまい,ノーマル,変化,0,0,20
ニューラ,にらみつける,ノーマル,変化,0,100,30
ニューラ,リフレクター,エスパー,変化,0,0,20
ニューラ,めざめるパワー,ノーマル,特殊,60,100,15
ニューラ,れいとうビーム,こおり,特殊,90,100,10
ニューラ,アイアンテール,はがね,物理,100,75,15
ニューラ,こおりのつぶて,こおり,物理,40,100,30
ニューラ,シャドークロー,ゴースト,物理,70,100,15
ニューラ,ダブルアタック,ノーマル,物理,35,90,10
ニューラ,でんこうせっか,ノーマル,物理,40,100,30
ニューラ,ブレイククロー,ノーマル,物理,75,95,10
ニューラ,みだれひっかき,ノーマル,物理,18,80,15
ニューラ,れいとうパンチ,こおり,物理,75,100,15
ニューラ,こうそくいどう,エスパー,変化,0,0,30
ニューラ,ないしょばなし,ノーマル,変化,0,0,20
ニューラ,シャドーボール,ゴースト,特殊,80,100,15
ニョロゾ,あわ,みず,特殊,40,100,30
ニョロゾ,ふぶき,こおり,特殊,110,70,5
ニョロゾ,いびき,ノーマル,特殊,50,100,15
ニョロゾ,じしん,じめん,物理,100,100,10
ニョロゾ,あられ,こおり,変化,0,0,10
ニョロゾ,いばる,ノーマル,変化,0,85,15
ニョロゾ,ねごと,ノーマル,変化,0,0,10
ニョロゾ,ねむる,エスパー,変化,0,0,10
ニョロゾ,はねる,ノーマル,変化,0,0,40
ニョロゾ,まもる,ノーマル,変化,0,0,10
ニョロゾ,じならし,じめん,物理,60,100,20
ニョロゾ,どろぼう,あく,物理,60,100,25
ニョロゾ,あまごい,みず,変化,0,0,5
ニョロゾ,こらえる,ノーマル,変化,0,0,10
ニョロゾ,てだすけ,ノーマル,変化,0,0,20
ニョロゾ,どくどく,どく,変化,0,90,10
ニョロゾ,みがわり,ノーマル,変化,0,0,10
ニョロゾ,メロメロ,ノーマル,変化,0,100,15
ニョロゾ,なみのり,みず,特殊,90,100,15
ニョロゾ,ねっとう,みず,特殊,80,100,15
ニョロゾ,りんしょう,ノーマル,特殊,60,100,15
ニョロゾ,おんがえし,ノーマル,物理,0,100,20
ニョロゾ,がむしゃら,ノーマル,物理,0,100,5
ニョロゾ,からげんき,ノーマル,物理,70,100,20
ニョロゾ,かわらわり,かくとう,物理,75,100,15
ニョロゾ,たきのぼり,みず,物理,80,100,15
ニョロゾ,なげつける,あく,物理,0,100,10
ニョロゾ,のしかかり,ノーマル,物理,85,100,15
ニョロゾ,やつあたり,ノーマル,物理,0,100,20
ニョロゾ,アンコール,ノーマル,変化,0,100,5
ニョロゾ,くろいきり,こおり,変化,0,0,30
ニョロゾ,こころのめ,ノーマル,変化,0,0,5
ニョロゾ,しろいきり,こおり,変化,0,0,30
ニョロゾ,はらだいこ,ノーマル,変化,0,0,10
ニョロゾ,みずあそび,みず,変化,0,0,15
ニョロゾ,みずでっぽう,みず,特殊,40,100,25
ニョロゾ,みずのはどう,みず,特殊,60,100,20
ニョロゾ,アイスボール,こおり,物理,30,90,20
ニョロゾ,きあいパンチ,かくとう,物理,150,100,20
ニョロゾ,こごえるかぜ,こおり,特殊,55,95,15
ニョロゾ,かげぶんしん,ノーマル,変化,0,0,15
ニョロゾ,リフレッシュ,ノーマル,変化,0,0,20
ニョロゾ,ハイドロポンプ,みず,特殊,110,80,5
ニョロゾ,バブルこうせん,みず,特殊,65,100,20
ニョロゾ,マッドショット,じめん,特殊,55,95,15
ニョロゾ,めざめるパワー,ノーマル,特殊,60,100,15
ニョロゾ,れいとうビーム,こおり,特殊,90,100,10
ニョロゾ,おうふくビンタ,ノーマル,物理,15,85,10
ニョロゾ,めざましビンタ,かくとう,物理,70,100,10
ニョロゾ,れいとうパンチ,こおり,物理,75,100,15
ニョロゾ,さいみんじゅつ,エスパー,変化,0,60,20
ニョロゾ,サイコキネシス,エスパー,特殊,90,100,10
ニョロゾ,ないしょばなし,ノーマル,変化,0,0,20
ニョロモ,あわ,みず,特殊,40,100,30
ニョロモ,ふぶき,こおり,特殊,110,70,5
ニョロモ,いびき,ノーマル,特殊,50,100,15
ニョロモ,あられ,こおり,変化,0,0,10
ニョロモ,いばる,ノーマル,変化,0,85,15
ニョロモ,ねごと,ノーマル,変化,0,0,10
ニョロモ,ねむる,エスパー,変化,0,0,10
ニョロモ,はねる,ノーマル,変化,0,0,40
ニョロモ,まもる,ノーマル,変化,0,0,10
ニョロモ,どろぼう,あく,物理,60,100,25
ニョロモ,あまごい,みず,変化,0,0,5
ニョロモ,こらえる,ノーマル,変化,0,0,10
ニョロモ,てだすけ,ノーマル,変化,0,0,20
ニョロモ,どくどく,どく,変化,0,90,10
ニョロモ,みがわり,ノーマル,変化,0,0,10
ニョロモ,メロメロ,ノーマル,変化,0,100,15
ニョロモ,なみのり,みず,特殊,90,100,15
ニョロモ,ねっとう,みず,特殊,80,100,15
ニョロモ,りんしょう,ノーマル,特殊,60,100,15
ニョロモ,おんがえし,ノーマル,物理,0,100,20
ニョロモ,がむしゃら,ノーマル,物理,0,100,5
ニョロモ,からげんき,ノーマル,物理,70,100,20
ニョロモ,たきのぼり,みず,物理,80,100,15
ニョロモ,のしかかり,ノーマル,物理,85,100,15
ニョロモ,やつあたり,ノーマル,物理,0,100,20
ニョロモ,アンコール,ノーマル,変化,0,100,5
ニョロモ,くろいきり,こおり,変化,0,0,30
ニョロモ,こころのめ,ノーマル,変化,0,0,5
ニョロモ,しろいきり,こおり,変化,0,0,30
ニョロモ,はらだいこ,ノーマル,変化,0,0,10
ニョロモ,みずあそび,みず,変化,0,0,15
ニョロモ,みずでっぽう,みず,特殊,40,100,25
ニョロモ,みずのはどう,みず,特殊,60,100,20
ニョロモ,アイスボール,こおり,物理,30,90,20
ニョロモ,こごえるかぜ,こおり,特殊,55,95,15
ニョロモ,かげぶんしん,ノーマル,変化,0,0,15
ニョロモ,リフレッシュ,ノーマル,変化,0,0,20
ニョロモ,ハイドロポンプ,みず,特殊,110,80,5
ニョロモ,バブルこうせん,みず,特殊,65,100,20
ニョロモ,マッドショット,じめん,特殊,55,95,15
ニョロモ,めざめるパワー,ノーマル,特殊,60,100,15
ニョロモ,れいとうビーム,こおり,特殊,90,100,10
ニョロモ,おうふくビンタ,ノーマル,物理,15,85,10
ニョロモ,めざましビンタ,かくとう,物理,70,100,10
ニョロモ,さいみんじゅつ,エスパー,変化,0,60,20
ニョロモ,サイコキネシス,エスパー,特殊,90,100,10
ニョロモ,ないしょばなし,ノーマル,変化,0,0,20
ヌケニン,いびき,ノーマル,特殊,50,100,15
ヌケニン,いばる,ノーマル,変化,0,85,15
ヌケニン,うらみ,ゴースト,変化,0,100,10
ヌケニン,おにび,ほのお,変化,0,85,15
ヌケニン,ねごと,ノーマル,変化,0,0,10
ヌケニン,ねむる,エスパー,変化,0,0,10
ヌケニン,まもる,ノーマル,変化,0,0,10
ヌケニン,ゆめくい,エスパー,特殊,100,100,15
ヌケニン,かげうち,ゴースト,物理,40,100,30
ヌケニン,つじぎり,あく,物理,70,100,15
ヌケニン,どろぼう,あく,物理,60,100,25
ヌケニン,ひっかく,ノーマル,物理,40,100,35
ヌケニン,みねうち,ノーマル,物理,40,100,40
ヌケニン,むしくい,むし,物理,60,100,20
ヌケニン,おんねん,ゴースト,変化,0,0,5
ヌケニン,こらえる,ノーマル,変化,0,0,10
ヌケニン,すなかけ,じめん,変化,0,100,15
ヌケニン,どくどく,どく,変化,0,90,10
ヌケニン,トリック,エスパー,変化,0,100,10
ヌケニン,みがわり,ノーマル,変化,0,0,10
ヌケニン,すいとる,くさ,特殊,20,100,25
ヌケニン,いのちがけ,かくとう,特殊,0,100,5
ヌケニン,りんしょう,ノーマル,特殊,60,100,15
ヌケニン,おんがえし,ノーマル,物理,0,100,20
ヌケニン,からげんき,ノーマル,物理,70,100,20
ヌケニン,きゅうけつ,むし,物理,80,100,10
ヌケニン,かぜおこし,ひこう,特殊,40,100,35
ヌケニン,だましうち,あく,物理,60,0,20
ヌケニン,やつあたり,ノーマル,物理,0,100,20
ヌケニン,かたくなる,ノーマル,変化,0,0,30
ヌケニン,こころのめ,ノーマル,変化,0,0,5
ヌケニン,すなあらし,いわ,変化,0,0,10
ヌケニン,にほんばれ,ほのお,変化,0,0,5
ヌケニン,シザークロス,むし,物理,80,100,15
ヌケニン,つばめがえし,ひこう,物理,60,0,20
ヌケニン,ギガドレイン,くさ,特殊,75,100,10
ヌケニン,かげぶんしん,ノーマル,変化,0,0,15
ヌケニン,テレキネシス,エスパー,変化,0,0,15
ヌケニン,はかいこうせん,ノーマル,特殊,150,90,5
ヌケニン,むしのさざめき,むし,特殊,90,100,10
ヌケニン,めざめるパワー,ノーマル,特殊,60,100,15
ヌケニン,ギガインパクト,ノーマル,物理,150,90,5
ヌケニン,シャドークロー,ゴースト,物理,70,100,15
ヌケニン,ぎんいろのかぜ,むし,特殊,60,100,5
ヌケニン,みだれひっかき,ノーマル,物理,18,80,15
ヌケニン,あやしいひかり,ゴースト,変化,0,100,10
ヌケニン,かいふくふうじ,エスパー,変化,0,100,15
ヌケニン,サイドチェンジ,エスパー,変化,0,0,15
ヌケニン,ないしょばなし,ノーマル,変化,0,0,20
ヌケニン,シャドーボール,ゴースト,特殊,80,100,15
ヌケニン,ソーラービーム,くさ,特殊,120,100,10
ヌメイル,10まんボルト,でんき,特殊,90,100,15
ヌメイル,あわ,みず,特殊,40,100,30
ヌメイル,ふぶき,こおり,特殊,110,70,5
ヌメイル,いびき,ノーマル,特殊,50,100,15
ヌメイル,がまん,ノーマル,物理,0,0,10
ヌメイル,いばる,ノーマル,変化,0,85,15
ヌメイル,とける,どく,変化,0,0,20
ヌメイル,ねごと,ノーマル,変化,0,0,10
ヌメイル,ねむる,エスパー,変化,0,0,10
ヌメイル,のろい,ゴースト,変化,0,0,10
ヌメイル,まもる,ノーマル,変化,0,0,10
ヌメイル,げきりん,ドラゴン,物理,120,100,10
ヌメイル,じたばた,ノーマル,物理,0,100,15
ヌメイル,あまごい,みず,変化,0,0,5
ヌメイル,こらえる,ノーマル,変化,0,0,10
ヌメイル,どくどく,どく,変化,0,90,10
ヌメイル,みがわり,ノーマル,変化,0,0,10
ヌメイル,メロメロ,ノーマル,変化,0,100,15
ヌメイル,すいとる,くさ,特殊,20,100,25
ヌメイル,りんしょう,ノーマル,特殊,60,100,15
ヌメイル,いわなだれ,いわ,物理,75,90,10
ヌメイル,おんがえし,ノーマル,物理,0,100,20
ヌメイル,カウンター,かくとう,物理,0,100,20
ヌメイル,からげんき,ノーマル,物理,70,100,20
ヌメイル,たいあたり,ノーマル,物理,40,100,35
ヌメイル,のしかかり,ノーマル,物理,85,100,15
ヌメイル,やつあたり,ノーマル,物理,0,100,20
ヌメイル,にほんばれ,ほのお,変化,0,0,5
ヌメイル,だくりゅう,みず,特殊,90,85,10
ヌメイル,でんげきは,でんき,特殊,60,0,20
ヌメイル,まとわりつく,むし,特殊,20,100,20
ヌメイル,みずのはどう,みず,特殊,60,100,20
ヌメイル,かげぶんしん,ノーマル,変化,0,0,15
ヌメイル,ヘドロウェーブ,どく,特殊,95,100,10
ヌメイル,ヘドロばくだん,どく,特殊,90,100,10
ヌメイル,めざめるパワー,ノーマル,特殊,60,100,15
ヌメイル,りゅうのいぶき,ドラゴン,特殊,60,100,20
ヌメイル,りゅうのはどう,ドラゴン,特殊,85,100,10
ヌメイル,れいとうビーム,こおり,特殊,90,100,10
ヌメイル,アイアンテール,はがね,物理,100,75,15
ヌメイル,ポイズンテール,どく,物理,50,100,25
ヌメイル,ないしょばなし,ノーマル,変化,0,0,20
ネイティ,いびき,ノーマル,特殊,50,100,15
ネイティ,ずつき,ノーマル,物理,70,100,15
ネイティ,つつく,ひこう,物理,35,100,35
ネイティ,いばる,ノーマル,変化,0,85,15
ネイティ,ねごと,ノーマル,変化,0,0,10
ネイティ,ねむる,エスパー,変化,0,0,10
ネイティ,まもる,ノーマル,変化,0,0,10
ネイティ,ねっぷう,ほのお,特殊,95,90,10
ネイティ,ゆめくい,エスパー,特殊,100,100,15
ネイティ,どろぼう,あく,物理,60,100,25
ネイティ,ふいうち,あく,物理,70,100,5
ネイティ,あまごい,みず,変化,0,0,5
ネイティ,おいかぜ,ひこう,変化,0,0,30
ネイティ,でんじは,でんき,変化,0,90,20
ネイティ,どくどく,どく,変化,0,90,10
ネイティ,トリック,エスパー,変化,0,100,10
ネイティ,みがわり,ノーマル,変化,0,0,10
ネイティ,めいそう,エスパー,変化,0,0,20
ネイティ,メロメロ,ノーマル,変化,0,100,15
ネイティ,みらいよち,エスパー,特殊,120,100,10
ネイティ,りんしょう,ノーマル,特殊,60,100,15
ネイティ,おんがえし,ノーマル,物理,0,100,20
ネイティ,からげんき,ノーマル,物理,70,100,20
ネイティ,だましうち,あく,物理,60,0,20
ネイティ,くさむすび,くさ,特殊,0,100,20
ネイティ,やつあたり,ノーマル,物理,0,100,20
ネイティ,いたみわけ,ノーマル,変化,0,0,20
ネイティ,おまじない,ノーマル,変化,0,0,30
ネイティ,くろいきり,こおり,変化,0,0,30
ネイティ,じこあんじ,ノーマル,変化,0,0,10
ネイティ,テレポート,エスパー,変化,0,0,20
ネイティ,にほんばれ,ほのお,変化,0,0,5
ネイティ,ねがいごと,ノーマル,変化,0,0,10
ネイティ,はねやすめ,ひこう,変化,0,0,10
ネイティ,ゴッドバード,ひこう,物理,140,90,5
ネイティ,つばめがえし,ひこう,物理,60,0,20
ネイティ,ギガドレイン,くさ,特殊,75,100,10
ネイティ,とんぼがえり,むし,物理,70,100,20
ネイティ,かげぶんしん,ノーマル,変化,0,0,15
ネイティ,サイコシフト,エスパー,変化,0,100,10
ネイティ,テレキネシス,エスパー,変化,0,0,15
ネイティ,にらみつける,ノーマル,変化,0,100,30
ネイティ,ひかりのかべ,エスパー,変化,0,0,30
ネイティ,ミラクルアイ,エスパー,変化,0,0,40
ネイティ,リフレクター,エスパー,変化,0,0,20
ネイティ,リフレッシュ,ノーマル,変化,0,0,20
ネイティ,あやしいかぜ,ゴースト,特殊,60,100,5
ネイティ,ナイトヘッド,ゴースト,特殊,0,100,15
ネイティ,めざめるパワー,ノーマル,特殊,60,100,15
ネイティ,しねんのずつき,エスパー,物理,80,90,15
ネイティ,でんこうせっか,ノーマル,物理,40,100,30
ネイティ,ドリルくちばし,ひこう,物理,80,100,20
ネイティ,はがねのつばさ,はがね,物理,70,90,25
ネイティ,あやしいひかり,ゴースト,変化,0,100,10
ネイティ,ガードスワップ,エスパー,変化,0,0,10
ネイティ,アシストパワー,エスパー,特殊,20,100,10
ネイティ,サイドチェンジ,エスパー,変化,0,0,15
ネイティ,シンプルビーム,ノーマル,変化,0,100,15
ネイティ,スキルスワップ,エスパー,変化,0,0,10
ネイティ,サイコキネシス,エスパー,特殊,90,100,10
ネイティ,サイコショック,エスパー,特殊,80,100,10
ネイティ,トリックルーム,エスパー,変化,0,0,5
ネイティ,ないしょばなし,ノーマル,変化,0,0,20
ネイティ,パワースワップ,エスパー,変化,0,0,10
ネイティ,フェザーダンス,ひこう,変化,0,100,15
ネイティ,シグナルビーム,むし,特殊,75,100,15
ネイティ,マジックコート,エスパー,変化,0,0,15
ネイティ,マジックルーム,エスパー,変化,0,0,10
ネイティ,シャドーボール,ゴースト,特殊,80,100,15
ネイティ,シンクロノイズ,エスパー,特殊,120,100,10
ネイティ,ソーラービーム,くさ,特殊,120,100,10
ネイティ,マジカルシャイン,フェアリー,特殊,80,100,10
ネマシュ,いびき,ノーマル,特殊,50,100,15
ネマシュ,いばる,ノーマル,変化,0,85,15
ネマシュ,ねごと,ノーマル,変化,0,0,10
ネマシュ,ねむる,エスパー,変化,0,0,10
ネマシュ,まもる,ノーマル,変化,0,0,10
ネマシュ,ゆめくい,エスパー,特殊,100,100,15
ネマシュ,でんじは,でんき,変化,0,90,20
ネマシュ,どくどく,どく,変化,0,90,10
ネマシュ,ドわすれ,エスパー,変化,0,0,20
ネマシュ,ねをはる,くさ,変化,0,0,20
ネマシュ,みがわり,ノーマル,変化,0,0,10
ネマシュ,メロメロ,ノーマル,変化,0,100,15
ネマシュ,すいとる,くさ,特殊,20,100,25
ネマシュ,りんしょう,ノーマル,特殊,60,100,15
ネマシュ,おどろかす,ゴースト,物理,30,100,15
ネマシュ,おんがえし,ノーマル,物理,0,100,20
ネマシュ,くさむすび,くさ,特殊,0,100,20
ネマシュ,やつあたり,ノーマル,物理,0,100,20
ネマシュ,しびれごな,くさ,変化,0,75,30
ネマシュ,せいちょう,ノーマル,変化,0,0,40
ネマシュ,どくのこな,どく,変化,0,75,35
ネマシュ,にほんばれ,ほのお,変化,0,0,5
ネマシュ,ねむりごな,くさ,変化,0,75,15
ネマシュ,フラッシュ,ノーマル,変化,0,100,20
ネマシュ,リサイクル,ノーマル,変化,0,0,10
ネマシュ,メガドレイン,くさ,特殊,40,100,15
ネマシュ,タネばくだん,くさ,物理,80,100,15
ネマシュ,ギガドレイン,くさ,特殊,75,100,10
ネマシュ,かげぶんしん,ノーマル,変化,0,0,15
ネマシュ,こうごうせい,くさ,変化,0,0,5
ネマシュ,つきのひかり,フェアリー,変化,0,0,5
ネマシュ,なやみのタネ,くさ,変化,0,100,10
ネマシュ,ひかりのかべ,エスパー,変化,0,0,30
ネマシュ,ヘドロばくだん,どく,特殊,90,100,10
ネマシュ,ムーンフォース,フェアリー,特殊,95,100,15
ネマシュ,めざめるパワー,ノーマル,特殊,60,100,15
ネマシュ,エナジーボール,くさ,特殊,90,100,10
ネマシュ,あやしいひかり,ゴースト,変化,0,100,10
ネマシュ,おさきにどうぞ,ノーマル,変化,0,0,15
ネマシュ,キノコのほうし,くさ,変化,0,100,15
ネマシュ,しぜんのちから,ノーマル,変化,0,0,20
ネマシュ,しんぴのまもり,ノーマル,変化,0,0,25
ネマシュ,ないしょばなし,ノーマル,変化,0,0,20
ネマシュ,シグナルビーム,むし,特殊,75,100,15
ネマシュ,マジックコート,エスパー,変化,0,0,15
ネマシュ,マジックルーム,エスパー,変化,0,0,10
ネマシュ,やどりぎのタネ,くさ,変化,0,90,10
ネマシュ,ワンダールーム,エスパー,変化,0,0,10
ネマシュ,ソーラービーム,くさ,特殊,120,100,10
ネマシュ,マジカルシャイン,フェアリー,特殊,80,100,10
ネマシュ,ちからをすいとる,くさ,変化,0,100,10
ノクタス,いびき,ノーマル,特殊,50,100,15
ノクタス,きつけ,ノーマル,物理,70,100,10
ノクタス,ゲップ,どく,特殊,120,90,10
ノクタス,いえき,どく,変化,0,100,10
ノクタス,いばる,ノーマル,変化,0,85,15
ノクタス,うらみ,ゴースト,変化,0,100,10
ノクタス,ねごと,ノーマル,変化,0,0,10
ノクタス,ねむる,エスパー,変化,0,0,10
ノクタス,まもる,ノーマル,変化,0,0,10
ノクタス,イカサマ,あく,物理,95,100,15
ノクタス,けたぐり,かくとう,物理,0,100,20
ノクタス,じだんだ,じめん,物理,75,100,10
ノクタス,かみなり,でんき,特殊,110,70,10
ノクタス,どくづき,どく,物理,80,100,20
ノクタス,どくばり,どく,物理,15,100,35
ノクタス,ふいうち,あく,物理,70,100,5
ノクタス,リベンジ,かくとう,物理,60,100,10
ノクタス,くさぶえ,くさ,変化,0,55,15
ノクタス,すなかけ,じめん,変化,0,100,15
ノクタス,すりかえ,あく,変化,0,100,10
ノクタス,たがやす,じめん,変化,0,0,10
ノクタス,どくどく,どく,変化,0,90,10
ノクタス,なりきり,エスパー,変化,0,0,10
ノクタス,ねをはる,くさ,変化,0,0,20
ノクタス,まきびし,じめん,変化,0,0,20
ノクタス,みがわり,ノーマル,変化,0,0,10
ノクタス,みちづれ,ゴースト,変化,0,0,5
ノクタス,メロメロ,ノーマル,変化,0,100,15
ノクタス,すいとる,くさ,特殊,20,100,25
ノクタス,りんしょう,ノーマル,特殊,60,100,15
ノクタス,おんがえし,ノーマル,物理,0,100,20
ノクタス,カウンター,かくとう,物理,0,100,20
ノクタス,からげんき,ノーマル,物理,70,100,20
ノクタス,かわらわり,かくとう,物理,75,100,15
ノクタス,だましうち,あく,物理,60,0,20
ノクタス,とどめばり,むし,物理,50,100,25
ノクタス,きあいだま,かくとう,特殊,120,70,5
ノクタス,なげつける,あく,物理,0,100,10
ノクタス,ばかぢから,かくとう,物理,120,100,5
ノクタス,くさむすび,くさ,特殊,0,100,20
ノクタス,やつあたり,ノーマル,物理,0,100,20
ノクタス,かなしばり,ノーマル,変化,0,100,20
ノクタス,さしおさえ,あく,変化,0,100,15
ノクタス,すなあらし,いわ,変化,0,0,10
ノクタス,せいちょう,ノーマル,変化,0,0,40
ノクタス,にほんばれ,ほのお,変化,0,0,5
ノクタス,わたほうし,くさ,変化,0,100,40
ノクタス,わるだくみ,あく,変化,0,0,20
ノクタス,ようかいえき,どく,特殊,40,100,30
ノクタス,きあいパンチ,かくとう,物理,150,100,20
ノクタス,グロウパンチ,かくとう,物理,40,100,20
ノクタス,しっぺがえし,あく,物理,50,100,10
ノクタス,タネばくだん,くさ,物理,80,100,15
ノクタス,ギガドレイン,くさ,特殊,75,100,10
ノクタス,あくのはどう,あく,特殊,80,100,15
ノクタス,ミサイルばり,むし,物理,25,95,20
ノクタス,かげぶんしん,ノーマル,変化,0,0,15
ノクタス,こうごうせい,くさ,変化,0,0,5
ノクタス,つるぎのまい,ノーマル,変化,0,0,20
ノクタス,とおせんぼう,ノーマル,変化,0,0,5
ノクタス,なやみのタネ,くさ,変化,0,100,10
ノクタス,にらみつける,ノーマル,変化,0,100,30
ノクタス,はかいこうせん,ノーマル,特殊,150,90,5
ノクタス,ベノムショック,どく,特殊,65,100,10
ノクタス,マジカルリーフ,くさ,特殊,60,0,20
ノクタス,めざめるパワー,ノーマル,特殊,60,100,15
ノクタス,エナジーボール,くさ,特殊,90,100,10
ノクタス,かみなりパンチ,でんき,物理,75,100,15
ノクタス,ギガインパクト,ノーマル,物理,150,90,5
ノクタス,ドレインパンチ,かくとう,物理,75,100,10
ノクタス,ニードルアーム,くさ,物理,60,100,15
ノクタス,ばくれつパンチ,かくとう,物理,100,50,5
ノクタス,しぜんのちから,ノーマル,変化,0,0,20
ノクタス,ないしょばなし,ノーマル,変化,0,0,20
ノクタス,ニードルガード,くさ,変化,0,0,10
ノクタス,フラフラダンス,ノーマル,変化,0,100,20
ノクタス,やどりぎのタネ,くさ,変化,0,90,10
ノクタス,ソーラービーム,くさ,特殊,120,100,10
ノコッチ,10まんボルト,でんき,特殊,90,100,15
ノコッチ,ふぶき,こおり,特殊,110,70,5
ノコッチ,いびき,ノーマル,特殊,50,100,15
ノコッチ,いかり,ノーマル,物理,20,100,20
ノコッチ,がまん,ノーマル,物理,0,0,10
ノコッチ,じしん,じめん,物理,100,100,10
ノコッチ,ずつき,ノーマル,物理,70,100,15
ノコッチ,あくび,ノーマル,変化,0,0,10
ノコッチ,いばる,ノーマル,変化,0,85,15
ノコッチ,うらみ,ゴースト,変化,0,100,10
ノコッチ,ねごと,ノーマル,変化,0,0,10
ノコッチ,ねむる,エスパー,変化,0,0,10
ノコッチ,のろい,ゴースト,変化,0,0,10
ノコッチ,まもる,ノーマル,変化,0,0,10
ノコッチ,ゆめくい,エスパー,特殊,100,100,15
ノコッチ,おいうち,あく,物理,40,100,20
ノコッチ,かみつく,あく,物理,60,100,25
ノコッチ,ころがる,いわ,物理,30,90,20
ノコッチ,じだんだ,じめん,物理,75,100,10
ノコッチ,じならし,じめん,物理,60,100,20
ノコッチ,かみなり,でんき,特殊,110,70,10
ノコッチ,どくづき,どく,物理,80,100,20
ノコッチ,とっしん,ノーマル,物理,90,85,20
ノコッチ,どろぼう,あく,物理,60,100,25
ノコッチ,きりふだ,ノーマル,特殊,0,0,5
ノコッチ,あまごい,みず,変化,0,0,5
ノコッチ,こらえる,ノーマル,変化,0,0,10
ノコッチ,でんじは,でんき,変化,0,90,20
ノコッチ,どくどく,どく,変化,0,90,10
ノコッチ,みがわり,ノーマル,変化,0,0,10
ノコッチ,めいそう,エスパー,変化,0,0,20
ノコッチ,メロメロ,ノーマル,変化,0,100,15
ノコッチ,たたりめ,ゴースト,特殊,65,100,10
ノコッチ,りんしょう,ノーマル,特殊,60,100,15
